"ID";"RegioS";"Perioden";"TotaleBevolking_1";"Code_289";"Naam_290"
"5262";"GM0762";"2021JJ00";"   32437";"PV30      ";"Noord-Brabant                                     "
"5263";"GM0762";"2022JJ00";"   32606";"PV30      ";"Noord-Brabant                                     "
"5264";"GM0150";"1995JJ00";"   69054";"PV23      ";"Overijssel                                        "
"5265";"GM0150";"1996JJ00";"   69023";"PV23      ";"Overijssel                                        "
"5266";"GM0150";"1997JJ00";"   69131";"PV23      ";"Overijssel                                        "
"5267";"GM0150";"1998JJ00";"   70665";"PV23      ";"Overijssel                                        "
"5268";"GM0150";"1999JJ00";"   82621";"PV23      ";"Overijssel                                        "
"5269";"GM0150";"2000JJ00";"   83956";"PV23      ";"Overijssel                                        "
"5270";"GM0150";"2001JJ00";"   85008";"PV23      ";"Overijssel                                        "
"5271";"GM0150";"2002JJ00";"   86072";"PV23      ";"Overijssel                                        "
"5272";"GM0150";"2003JJ00";"   87526";"PV23      ";"Overijssel                                        "
"5273";"GM0150";"2004JJ00";"   89142";"PV23      ";"Overijssel                                        "
"5274";"GM0150";"2005JJ00";"   95620";"PV23      ";"Overijssel                                        "
"5275";"GM0150";"2006JJ00";"   96540";"PV23      ";"Overijssel                                        "
"5276";"GM0150";"2007JJ00";"   96617";"PV23      ";"Overijssel                                        "
"5277";"GM0150";"2008JJ00";"   97342";"PV23      ";"Overijssel                                        "
"5278";"GM0150";"2009JJ00";"   97892";"PV23      ";"Overijssel                                        "
"5279";"GM0150";"2010JJ00";"   98523";"PV23      ";"Overijssel                                        "
"5280";"GM0150";"2011JJ00";"   98737";"PV23      ";"Overijssel                                        "
"5281";"GM0150";"2012JJ00";"   98672";"PV23      ";"Overijssel                                        "
"5282";"GM0150";"2013JJ00";"   98581";"PV23      ";"Overijssel                                        "
"5283";"GM0150";"2014JJ00";"   98322";"PV23      ";"Overijssel                                        "
"5284";"GM0150";"2015JJ00";"   98540";"PV23      ";"Overijssel                                        "
"5285";"GM0150";"2016JJ00";"   98869";"PV23      ";"Overijssel                                        "
"5286";"GM0150";"2017JJ00";"   99295";"PV23      ";"Overijssel                                        "
"5287";"GM0150";"2018JJ00";"   99653";"PV23      ";"Overijssel                                        "
"5288";"GM0150";"2019JJ00";"   99957";"PV23      ";"Overijssel                                        "
"5289";"GM0150";"2020JJ00";"  100719";"PV23      ";"Overijssel                                        "
"5290";"GM0150";"2021JJ00";"  101236";"PV23      ";"Overijssel                                        "
"5291";"GM0150";"2022JJ00";"  101446";"PV23      ";"Overijssel                                        "
"5292";"GM0218";"1995JJ00";"   16468";"PV25      ";"Gelderland                                        "
"5293";"GM0218";"1996JJ00";"   16564";"PV25      ";"Gelderland                                        "
"5294";"GM0218";"1997JJ00";"   16591";"PV25      ";"Gelderland                                        "
"5295";"GM0218";"1998JJ00";"   16584";"PV25      ";"Gelderland                                        "
"5296";"GM0218";"1999JJ00";"   16600";"PV25      ";"Gelderland                                        "
"5297";"GM0218";"2000JJ00";"   16601";"PV25      ";"Gelderland                                        "
"5298";"GM0218";"2001JJ00";"   16603";"PV25      ";"Gelderland                                        "
"5299";"GM0218";"2002JJ00";"   16733";"PV25      ";"Gelderland                                        "
"5300";"GM0218";"2003JJ00";"   16784";"PV25      ";"Gelderland                                        "
"5301";"GM0218";"2004JJ00";"   16950";"PV25      ";"Gelderland                                        "
"5302";"GM0218";"2005JJ00";"";"";""
"5303";"GM0218";"2006JJ00";"";"";""
"5304";"GM0218";"2007JJ00";"";"";""
"5305";"GM0218";"2008JJ00";"";"";""
"5306";"GM0218";"2009JJ00";"";"";""
"5307";"GM0218";"2010JJ00";"";"";""
"5308";"GM0218";"2011JJ00";"";"";""
"5309";"GM0218";"2012JJ00";"";"";""
"5310";"GM0218";"2013JJ00";"";"";""
"5311";"GM0218";"2014JJ00";"";"";""
"5312";"GM0218";"2015JJ00";"";"";""
"5313";"GM0218";"2016JJ00";"";"";""
"5314";"GM0218";"2017JJ00";"";"";""
"5315";"GM0218";"2018JJ00";"";"";""
"5316";"GM0218";"2019JJ00";"";"";""
"5317";"GM0218";"2020JJ00";"";"";""
"5318";"GM0218";"2021JJ00";"";"";""
"5319";"GM0218";"2022JJ00";"";"";""
"5320";"GM0384";"1995JJ00";"   23078";"PV27      ";"Noord-Holland                                     "
"5321";"GM0384";"1996JJ00";"   23464";"PV27      ";"Noord-Holland                                     "
"5322";"GM0384";"1997JJ00";"   23771";"PV27      ";"Noord-Holland                                     "
"5323";"GM0384";"1998JJ00";"   23839";"PV27      ";"Noord-Holland                                     "
"5324";"GM0384";"1999JJ00";"   23829";"PV27      ";"Noord-Holland                                     "
"5325";"GM0384";"2000JJ00";"   23807";"PV27      ";"Noord-Holland                                     "
"5326";"GM0384";"2001JJ00";"   23835";"PV27      ";"Noord-Holland                                     "
"5327";"GM0384";"2002JJ00";"   23971";"PV27      ";"Noord-Holland                                     "
"5328";"GM0384";"2003JJ00";"   24046";"PV27      ";"Noord-Holland                                     "
"5329";"GM0384";"2004JJ00";"   24049";"PV27      ";"Noord-Holland                                     "
"5330";"GM0384";"2005JJ00";"   23932";"PV27      ";"Noord-Holland                                     "
"5331";"GM0384";"2006JJ00";"   23834";"PV27      ";"Noord-Holland                                     "
"5332";"GM0384";"2007JJ00";"   23888";"PV27      ";"Noord-Holland                                     "
"5333";"GM0384";"2008JJ00";"   24046";"PV27      ";"Noord-Holland                                     "
"5334";"GM0384";"2009JJ00";"   24361";"PV27      ";"Noord-Holland                                     "
"5335";"GM0384";"2010JJ00";"   24685";"PV27      ";"Noord-Holland                                     "
"5336";"GM0384";"2011JJ00";"   25012";"PV27      ";"Noord-Holland                                     "
"5337";"GM0384";"2012JJ00";"   24935";"PV27      ";"Noord-Holland                                     "
"5338";"GM0384";"2013JJ00";"   25218";"PV27      ";"Noord-Holland                                     "
"5339";"GM0384";"2014JJ00";"   25930";"PV27      ";"Noord-Holland                                     "
"5340";"GM0384";"2015JJ00";"   26666";"PV27      ";"Noord-Holland                                     "
"5341";"GM0384";"2016JJ00";"   26840";"PV27      ";"Noord-Holland                                     "
"5342";"GM0384";"2017JJ00";"   27272";"PV27      ";"Noord-Holland                                     "
"5343";"GM0384";"2018JJ00";"   28121";"PV27      ";"Noord-Holland                                     "
"5344";"GM0384";"2019JJ00";"   29196";"PV27      ";"Noord-Holland                                     "
"5345";"GM0384";"2020JJ00";"   30780";"PV27      ";"Noord-Holland                                     "
"5346";"GM0384";"2021JJ00";"   31334";"PV27      ";"Noord-Holland                                     "
"5347";"GM0384";"2022JJ00";"   31822";"PV27      ";"Noord-Holland                                     "
"5348";"GM0151";"1995JJ00";"    2681";"PV23      ";"Overijssel                                        "
"5349";"GM0151";"1996JJ00";"    2770";"PV23      ";"Overijssel                                        "
"5350";"GM0151";"1997JJ00";"    2768";"PV23      ";"Overijssel                                        "
"5351";"GM0151";"1998JJ00";"    2744";"PV23      ";"Overijssel                                        "
"5352";"GM0151";"1999JJ00";"    2753";"PV23      ";"Overijssel                                        "
"5353";"GM0151";"2000JJ00";"    2773";"PV23      ";"Overijssel                                        "
"5354";"GM0151";"2001JJ00";"";"";""
"5355";"GM0151";"2002JJ00";"";"";""
"5356";"GM0151";"2003JJ00";"";"";""
"5357";"GM0151";"2004JJ00";"";"";""
"5358";"GM0151";"2005JJ00";"";"";""
"5359";"GM0151";"2006JJ00";"";"";""
"5360";"GM0151";"2007JJ00";"";"";""
"5361";"GM0151";"2008JJ00";"";"";""
"5362";"GM0151";"2009JJ00";"";"";""
"5363";"GM0151";"2010JJ00";"";"";""
"5364";"GM0151";"2011JJ00";"";"";""
"5365";"GM0151";"2012JJ00";"";"";""
"5366";"GM0151";"2013JJ00";"";"";""
"5367";"GM0151";"2014JJ00";"";"";""
"5368";"GM0151";"2015JJ00";"";"";""
"5369";"GM0151";"2016JJ00";"";"";""
"5370";"GM0151";"2017JJ00";"";"";""
"5371";"GM0151";"2018JJ00";"";"";""
"5372";"GM0151";"2019JJ00";"";"";""
"5373";"GM0151";"2020JJ00";"";"";""
"5374";"GM0151";"2021JJ00";"";"";""
"5375";"GM0151";"2022JJ00";"";"";""
"5376";"GM0152";"1995JJ00";"   10535";"PV23      ";"Overijssel                                        "
"5377";"GM0152";"1996JJ00";"   10543";"PV23      ";"Overijssel                                        "
"5378";"GM0152";"1997JJ00";"   10437";"PV23      ";"Overijssel                                        "
"5379";"GM0152";"1998JJ00";"   10530";"PV23      ";"Overijssel                                        "
"5380";"GM0152";"1999JJ00";"";"";""
"5381";"GM0152";"2000JJ00";"";"";""
"5382";"GM0152";"2001JJ00";"";"";""
"5383";"GM0152";"2002JJ00";"";"";""
"5384";"GM0152";"2003JJ00";"";"";""
"5385";"GM0152";"2004JJ00";"";"";""
"5386";"GM0152";"2005JJ00";"";"";""
"5387";"GM0152";"2006JJ00";"";"";""
"5388";"GM0152";"2007JJ00";"";"";""
"5389";"GM0152";"2008JJ00";"";"";""
"5390";"GM0152";"2009JJ00";"";"";""
"5391";"GM0152";"2010JJ00";"";"";""
"5392";"GM0152";"2011JJ00";"";"";""
"5393";"GM0152";"2012JJ00";"";"";""
"5394";"GM0152";"2013JJ00";"";"";""
"5395";"GM0152";"2014JJ00";"";"";""
"5396";"GM0152";"2015JJ00";"";"";""
"5397";"GM0152";"2016JJ00";"";"";""
"5398";"GM0152";"2017JJ00";"";"";""
"5399";"GM0152";"2018JJ00";"";"";""
"5400";"GM0152";"2019JJ00";"";"";""
"5401";"GM0152";"2020JJ00";"";"";""
"5402";"GM0152";"2021JJ00";"";"";""
"5403";"GM0152";"2022JJ00";"";"";""
"5404";"GM0763";"1995JJ00";"    4166";"PV30      ";"Noord-Brabant                                     "
"5405";"GM0763";"1996JJ00";"    4168";"PV30      ";"Noord-Brabant                                     "
"5406";"GM0763";"1997JJ00";"";"";""
"5407";"GM0763";"1998JJ00";"";"";""
"5408";"GM0763";"1999JJ00";"";"";""
"5409";"GM0763";"2000JJ00";"";"";""
"5410";"GM0763";"2001JJ00";"";"";""
"5411";"GM0763";"2002JJ00";"";"";""
"5412";"GM0763";"2003JJ00";"";"";""
"5413";"GM0763";"2004JJ00";"";"";""
"5414";"GM0763";"2005JJ00";"";"";""
"5415";"GM0763";"2006JJ00";"";"";""
"5416";"GM0763";"2007JJ00";"";"";""
"5417";"GM0763";"2008JJ00";"";"";""
"5418";"GM0763";"2009JJ00";"";"";""
"5419";"GM0763";"2010JJ00";"";"";""
"5420";"GM0763";"2011JJ00";"";"";""
"5421";"GM0763";"2012JJ00";"";"";""
"5422";"GM0763";"2013JJ00";"";"";""
"5423";"GM0763";"2014JJ00";"";"";""
"5424";"GM0763";"2015JJ00";"";"";""
"5425";"GM0763";"2016JJ00";"";"";""
"5426";"GM0763";"2017JJ00";"";"";""
"5427";"GM0763";"2018JJ00";"";"";""
"5428";"GM0763";"2019JJ00";"";"";""
"5429";"GM0763";"2020JJ00";"";"";""
"5430";"GM0763";"2021JJ00";"";"";""
"5431";"GM0763";"2022JJ00";"";"";""
"5432";"GM0111";"1995JJ00";"    3685";"PV22      ";"Drenthe                                           "
"5433";"GM0111";"1996JJ00";"    3708";"PV22      ";"Drenthe                                           "
"5434";"GM0111";"1997JJ00";"    3821";"PV22      ";"Drenthe                                           "
"5435";"GM0111";"1998JJ00";"";"";""
"5436";"GM0111";"1999JJ00";"";"";""
"5437";"GM0111";"2000JJ00";"";"";""
"5438";"GM0111";"2001JJ00";"";"";""
"5439";"GM0111";"2002JJ00";"";"";""
"5440";"GM0111";"2003JJ00";"";"";""
"5441";"GM0111";"2004JJ00";"";"";""
"5442";"GM0111";"2005JJ00";"";"";""
"5443";"GM0111";"2006JJ00";"";"";""
"5444";"GM0111";"2007JJ00";"";"";""
"5445";"GM0111";"2008JJ00";"";"";""
"5446";"GM0111";"2009JJ00";"";"";""
"5447";"GM0111";"2010JJ00";"";"";""
"5448";"GM0111";"2011JJ00";"";"";""
"5449";"GM0111";"2012JJ00";"";"";""
"5450";"GM0111";"2013JJ00";"";"";""
"5451";"GM0111";"2014JJ00";"";"";""
"5452";"GM0111";"2015JJ00";"";"";""
"5453";"GM0111";"2016JJ00";"";"";""
"5454";"GM0111";"2017JJ00";"";"";""
"5455";"GM0111";"2018JJ00";"";"";""
"5456";"GM0111";"2019JJ00";"";"";""
"5457";"GM0111";"2020JJ00";"";"";""
"5458";"GM0111";"2021JJ00";"";"";""
"5459";"GM0111";"2022JJ00";"";"";""
"5460";"GM1980";"1995JJ00";"";"";""
"5461";"GM1980";"1996JJ00";"";"";""
"5462";"GM1980";"1997JJ00";"";"";""
"5463";"GM1980";"1998JJ00";"";"";""
"5464";"GM1980";"1999JJ00";"";"";""
"5465";"GM1980";"2000JJ00";"";"";""
"5466";"GM1980";"2001JJ00";"";"";""
"5467";"GM1980";"2002JJ00";"";"";""
"5468";"GM1980";"2003JJ00";"";"";""
"5469";"GM1980";"2004JJ00";"";"";""
"5470";"GM1980";"2005JJ00";"";"";""
"5471";"GM1980";"2006JJ00";"";"";""
"5472";"GM1980";"2007JJ00";"";"";""
"5473";"GM1980";"2008JJ00";"";"";""
"5474";"GM1980";"2009JJ00";"";"";""
"5475";"GM1980";"2010JJ00";"";"";""
"5476";"GM1980";"2011JJ00";"";"";""
"5477";"GM1980";"2012JJ00";"";"";""
"5478";"GM1980";"2013JJ00";"";"";""
"5479";"GM1980";"2014JJ00";"";"";""
"5480";"GM1980";"2015JJ00";"";"";""
"5481";"GM1980";"2016JJ00";"";"";""
"5482";"GM1980";"2017JJ00";"";"";""
"5483";"GM1980";"2018JJ00";"";"";""
"5484";"GM1980";"2019JJ00";"";"";""
"5485";"GM1980";"2020JJ00";"";"";""
"5486";"GM1980";"2021JJ00";"";"";""
"5487";"GM1980";"2022JJ00";"   87695";"PV27      ";"Noord-Holland                                     "
"5488";"GM1774";"1995JJ00";"";"";""
"5489";"GM1774";"1996JJ00";"";"";""
"5490";"GM1774";"1997JJ00";"";"";""
"5491";"GM1774";"1998JJ00";"";"";""
"5492";"GM1774";"1999JJ00";"";"";""
"5493";"GM1774";"2000JJ00";"";"";""
"5494";"GM1774";"2001JJ00";"";"";""
"5495";"GM1774";"2002JJ00";"";"";""
"5496";"GM1774";"2003JJ00";"   25997";"PV23      ";"Overijssel                                        "
"5497";"GM1774";"2004JJ00";"   26094";"PV23      ";"Overijssel                                        "
"5498";"GM1774";"2005JJ00";"   26103";"PV23      ";"Overijssel                                        "
"5499";"GM1774";"2006JJ00";"   26092";"PV23      ";"Overijssel                                        "
"5500";"GM1774";"2007JJ00";"   26061";"PV23      ";"Overijssel                                        "
"5501";"GM1774";"2008JJ00";"   26116";"PV23      ";"Overijssel                                        "
"5502";"GM1774";"2009JJ00";"   26066";"PV23      ";"Overijssel                                        "
"5503";"GM1774";"2010JJ00";"   26058";"PV23      ";"Overijssel                                        "
"5504";"GM1774";"2011JJ00";"   26067";"PV23      ";"Overijssel                                        "
"5505";"GM1774";"2012JJ00";"   26073";"PV23      ";"Overijssel                                        "
"5506";"GM1774";"2013JJ00";"   26056";"PV23      ";"Overijssel                                        "
"5507";"GM1774";"2014JJ00";"   25947";"PV23      ";"Overijssel                                        "
"5508";"GM1774";"2015JJ00";"   25928";"PV23      ";"Overijssel                                        "
"5509";"GM1774";"2016JJ00";"   26120";"PV23      ";"Overijssel                                        "
"5510";"GM1774";"2017JJ00";"   26244";"PV23      ";"Overijssel                                        "
"5511";"GM1774";"2018JJ00";"   26291";"PV23      ";"Overijssel                                        "
"5512";"GM1774";"2019JJ00";"   26350";"PV23      ";"Overijssel                                        "
"5513";"GM1774";"2020JJ00";"   26461";"PV23      ";"Overijssel                                        "
"5514";"GM1774";"2021JJ00";"   26606";"PV23      ";"Overijssel                                        "
"5515";"GM1774";"2022JJ00";"   26594";"PV23      ";"Overijssel                                        "
"5516";"GM0764";"1995JJ00";"    5673";"PV30      ";"Noord-Brabant                                     "
"5517";"GM0764";"1996JJ00";"    5761";"PV30      ";"Noord-Brabant                                     "
"5518";"GM0764";"1997JJ00";"";"";""
"5519";"GM0764";"1998JJ00";"";"";""
"5520";"GM0764";"1999JJ00";"";"";""
"5521";"GM0764";"2000JJ00";"";"";""
"5522";"GM0764";"2001JJ00";"";"";""
"5523";"GM0764";"2002JJ00";"";"";""
"5524";"GM0764";"2003JJ00";"";"";""
"5525";"GM0764";"2004JJ00";"";"";""
"5526";"GM0764";"2005JJ00";"";"";""
"5527";"GM0764";"2006JJ00";"";"";""
"5528";"GM0764";"2007JJ00";"";"";""
"5529";"GM0764";"2008JJ00";"";"";""
"5530";"GM0764";"2009JJ00";"";"";""
"5531";"GM0764";"2010JJ00";"";"";""
"5532";"GM0764";"2011JJ00";"";"";""
"5533";"GM0764";"2012JJ00";"";"";""
"5534";"GM0764";"2013JJ00";"";"";""
"5535";"GM0764";"2014JJ00";"";"";""
"5536";"GM0764";"2015JJ00";"";"";""
"5537";"GM0764";"2016JJ00";"";"";""
"5538";"GM0764";"2017JJ00";"";"";""
"5539";"GM0764";"2018JJ00";"";"";""
"5540";"GM0764";"2019JJ00";"";"";""
"5541";"GM0764";"2020JJ00";"";"";""
"5542";"GM0764";"2021JJ00";"";"";""
"5543";"GM0764";"2022JJ00";"";"";""
"5544";"GM0219";"1995JJ00";"    8515";"PV25      ";"Gelderland                                        "
"5545";"GM0219";"1996JJ00";"    8683";"PV25      ";"Gelderland                                        "
"5546";"GM0219";"1997JJ00";"    8647";"PV25      ";"Gelderland                                        "
"5547";"GM0219";"1998JJ00";"    8667";"PV25      ";"Gelderland                                        "
"5548";"GM0219";"1999JJ00";"    8605";"PV25      ";"Gelderland                                        "
"5549";"GM0219";"2000JJ00";"    8631";"PV25      ";"Gelderland                                        "
"5550";"GM0219";"2001JJ00";"    8565";"PV25      ";"Gelderland                                        "
"5551";"GM0219";"2002JJ00";"    8572";"PV25      ";"Gelderland                                        "
"5552";"GM0219";"2003JJ00";"    8582";"PV25      ";"Gelderland                                        "
"5553";"GM0219";"2004JJ00";"    8569";"PV25      ";"Gelderland                                        "
"5554";"GM0219";"2005JJ00";"";"";""
"5555";"GM0219";"2006JJ00";"";"";""
"5556";"GM0219";"2007JJ00";"";"";""
"5557";"GM0219";"2008JJ00";"";"";""
"5558";"GM0219";"2009JJ00";"";"";""
"5559";"GM0219";"2010JJ00";"";"";""
"5560";"GM0219";"2011JJ00";"";"";""
"5561";"GM0219";"2012JJ00";"";"";""
"5562";"GM0219";"2013JJ00";"";"";""
"5563";"GM0219";"2014JJ00";"";"";""
"5564";"GM0219";"2015JJ00";"";"";""
"5565";"GM0219";"2016JJ00";"";"";""
"5566";"GM0219";"2017JJ00";"";"";""
"5567";"GM0219";"2018JJ00";"";"";""
"5568";"GM0219";"2019JJ00";"";"";""
"5569";"GM0219";"2020JJ00";"";"";""
"5570";"GM0219";"2021JJ00";"";"";""
"5571";"GM0219";"2022JJ00";"";"";""
"5572";"GM0504";"1995JJ00";"    7721";"PV28      ";"Zuid-Holland                                      "
"5573";"GM0504";"1996JJ00";"    7891";"PV28      ";"Zuid-Holland                                      "
"5574";"GM0504";"1997JJ00";"    7860";"PV28      ";"Zuid-Holland                                      "
"5575";"GM0504";"1998JJ00";"    7968";"PV28      ";"Zuid-Holland                                      "
"5576";"GM0504";"1999JJ00";"    8142";"PV28      ";"Zuid-Holland                                      "
"5577";"GM0504";"2000JJ00";"    8171";"PV28      ";"Zuid-Holland                                      "
"5578";"GM0504";"2001JJ00";"    8199";"PV28      ";"Zuid-Holland                                      "
"5579";"GM0504";"2002JJ00";"    8263";"PV28      ";"Zuid-Holland                                      "
"5580";"GM0504";"2003JJ00";"    8256";"PV28      ";"Zuid-Holland                                      "
"5581";"GM0504";"2004JJ00";"    8269";"PV28      ";"Zuid-Holland                                      "
"5582";"GM0504";"2005JJ00";"    8298";"PV28      ";"Zuid-Holland                                      "
"5583";"GM0504";"2006JJ00";"    8316";"PV28      ";"Zuid-Holland                                      "
"5584";"GM0504";"2007JJ00";"    8321";"PV28      ";"Zuid-Holland                                      "
"5585";"GM0504";"2008JJ00";"    8324";"PV28      ";"Zuid-Holland                                      "
"5586";"GM0504";"2009JJ00";"    8347";"PV28      ";"Zuid-Holland                                      "
"5587";"GM0504";"2010JJ00";"    8439";"PV28      ";"Zuid-Holland                                      "
"5588";"GM0504";"2011JJ00";"    8408";"PV28      ";"Zuid-Holland                                      "
"5589";"GM0504";"2012JJ00";"    8476";"PV28      ";"Zuid-Holland                                      "
"5590";"GM0504";"2013JJ00";"";"";""
"5591";"GM0504";"2014JJ00";"";"";""
"5592";"GM0504";"2015JJ00";"";"";""
"5593";"GM0504";"2016JJ00";"";"";""
"5594";"GM0504";"2017JJ00";"";"";""
"5595";"GM0504";"2018JJ00";"";"";""
"5596";"GM0504";"2019JJ00";"";"";""
"5597";"GM0504";"2020JJ00";"";"";""
"5598";"GM0504";"2021JJ00";"";"";""
"5599";"GM0504";"2022JJ00";"";"";""
"5600";"GM0220";"1995JJ00";"    4123";"PV25      ";"Gelderland                                        "
"5601";"GM0220";"1996JJ00";"    4163";"PV25      ";"Gelderland                                        "
"5602";"GM0220";"1997JJ00";"    4151";"PV25      ";"Gelderland                                        "
"5603";"GM0220";"1998JJ00";"    4306";"PV25      ";"Gelderland                                        "
"5604";"GM0220";"1999JJ00";"    4402";"PV25      ";"Gelderland                                        "
"5605";"GM0220";"2000JJ00";"    4445";"PV25      ";"Gelderland                                        "
"5606";"GM0220";"2001JJ00";"    4528";"PV25      ";"Gelderland                                        "
"5607";"GM0220";"2002JJ00";"";"";""
"5608";"GM0220";"2003JJ00";"";"";""
"5609";"GM0220";"2004JJ00";"";"";""
"5610";"GM0220";"2005JJ00";"";"";""
"5611";"GM0220";"2006JJ00";"";"";""
"5612";"GM0220";"2007JJ00";"";"";""
"5613";"GM0220";"2008JJ00";"";"";""
"5614";"GM0220";"2009JJ00";"";"";""
"5615";"GM0220";"2010JJ00";"";"";""
"5616";"GM0220";"2011JJ00";"";"";""
"5617";"GM0220";"2012JJ00";"";"";""
"5618";"GM0220";"2013JJ00";"";"";""
"5619";"GM0220";"2014JJ00";"";"";""
"5620";"GM0220";"2015JJ00";"";"";""
"5621";"GM0220";"2016JJ00";"";"";""
"5622";"GM0220";"2017JJ00";"";"";""
"5623";"GM0220";"2018JJ00";"";"";""
"5624";"GM0220";"2019JJ00";"";"";""
"5625";"GM0220";"2020JJ00";"";"";""
"5626";"GM0220";"2021JJ00";"";"";""
"5627";"GM0220";"2022JJ00";"";"";""
"5628";"GM0221";"1995JJ00";"   10771";"PV25      ";"Gelderland                                        "
"5629";"GM0221";"1996JJ00";"   10857";"PV25      ";"Gelderland                                        "
"5630";"GM0221";"1997JJ00";"   10908";"PV25      ";"Gelderland                                        "
"5631";"GM0221";"1998JJ00";"   11092";"PV25      ";"Gelderland                                        "
"5632";"GM0221";"1999JJ00";"   11370";"PV25      ";"Gelderland                                        "
"5633";"GM0221";"2000JJ00";"   11434";"PV25      ";"Gelderland                                        "
"5634";"GM0221";"2001JJ00";"   11518";"PV25      ";"Gelderland                                        "
"5635";"GM0221";"2002JJ00";"   11476";"PV25      ";"Gelderland                                        "
"5636";"GM0221";"2003JJ00";"   11412";"PV25      ";"Gelderland                                        "
"5637";"GM0221";"2004JJ00";"   11446";"PV25      ";"Gelderland                                        "
"5638";"GM0221";"2005JJ00";"   11381";"PV25      ";"Gelderland                                        "
"5639";"GM0221";"2006JJ00";"   11539";"PV25      ";"Gelderland                                        "
"5640";"GM0221";"2007JJ00";"   11593";"PV25      ";"Gelderland                                        "
"5641";"GM0221";"2008JJ00";"   11567";"PV25      ";"Gelderland                                        "
"5642";"GM0221";"2009JJ00";"   11503";"PV25      ";"Gelderland                                        "
"5643";"GM0221";"2010JJ00";"   11600";"PV25      ";"Gelderland                                        "
"5644";"GM0221";"2011JJ00";"   11636";"PV25      ";"Gelderland                                        "
"5645";"GM0221";"2012JJ00";"   11598";"PV25      ";"Gelderland                                        "
"5646";"GM0221";"2013JJ00";"   11539";"PV25      ";"Gelderland                                        "
"5647";"GM0221";"2014JJ00";"   11437";"PV25      ";"Gelderland                                        "
"5648";"GM0221";"2015JJ00";"   11355";"PV25      ";"Gelderland                                        "
"5649";"GM0221";"2016JJ00";"   11336";"PV25      ";"Gelderland                                        "
"5650";"GM0221";"2017JJ00";"   11341";"PV25      ";"Gelderland                                        "
"5651";"GM0221";"2018JJ00";"   11328";"PV25      ";"Gelderland                                        "
"5652";"GM0221";"2019JJ00";"   11148";"PV25      ";"Gelderland                                        "
"5653";"GM0221";"2020JJ00";"   11077";"PV25      ";"Gelderland                                        "
"5654";"GM0221";"2021JJ00";"   11064";"PV25      ";"Gelderland                                        "
"5655";"GM0221";"2022JJ00";"   11036";"PV25      ";"Gelderland                                        "
"5656";"GM0222";"1995JJ00";"   43968";"PV25      ";"Gelderland                                        "
"5657";"GM0222";"1996JJ00";"   44050";"PV25      ";"Gelderland                                        "
"5658";"GM0222";"1997JJ00";"   44551";"PV25      ";"Gelderland                                        "
"5659";"GM0222";"1998JJ00";"   45310";"PV25      ";"Gelderland                                        "
"5660";"GM0222";"1999JJ00";"   46246";"PV25      ";"Gelderland                                        "
"5661";"GM0222";"2000JJ00";"   46967";"PV25      ";"Gelderland                                        "
"5662";"GM0222";"2001JJ00";"   47742";"PV25      ";"Gelderland                                        "
"5663";"GM0222";"2002JJ00";"   48701";"PV25      ";"Gelderland                                        "
"5664";"GM0222";"2003JJ00";"   49099";"PV25      ";"Gelderland                                        "
"5665";"GM0222";"2004JJ00";"   49503";"PV25      ";"Gelderland                                        "
"5666";"GM0222";"2005JJ00";"   56754";"PV25      ";"Gelderland                                        "
"5667";"GM0222";"2006JJ00";"   56755";"PV25      ";"Gelderland                                        "
"5668";"GM0222";"2007JJ00";"   56238";"PV25      ";"Gelderland                                        "
"5669";"GM0222";"2008JJ00";"   56253";"PV25      ";"Gelderland                                        "
"5670";"GM0222";"2009JJ00";"   56136";"PV25      ";"Gelderland                                        "
"5671";"GM0222";"2010JJ00";"   56108";"PV25      ";"Gelderland                                        "
"5672";"GM0222";"2011JJ00";"   56037";"PV25      ";"Gelderland                                        "
"5673";"GM0222";"2012JJ00";"   56252";"PV25      ";"Gelderland                                        "
"5674";"GM0222";"2013JJ00";"   56414";"PV25      ";"Gelderland                                        "
"5675";"GM0222";"2014JJ00";"   56344";"PV25      ";"Gelderland                                        "
"5676";"GM0222";"2015JJ00";"   56484";"PV25      ";"Gelderland                                        "
"5677";"GM0222";"2016JJ00";"   56827";"PV25      ";"Gelderland                                        "
"5678";"GM0222";"2017JJ00";"   57068";"PV25      ";"Gelderland                                        "
"5679";"GM0222";"2018JJ00";"   57382";"PV25      ";"Gelderland                                        "
"5680";"GM0222";"2019JJ00";"   57555";"PV25      ";"Gelderland                                        "
"5681";"GM0222";"2020JJ00";"   58001";"PV25      ";"Gelderland                                        "
"5682";"GM0222";"2021JJ00";"   58270";"PV25      ";"Gelderland                                        "
"5683";"GM0222";"2022JJ00";"   58546";"PV25      ";"Gelderland                                        "
"5684";"GM0660";"1995JJ00";"    3943";"PV29      ";"Zeeland                                           "
"5685";"GM0660";"1996JJ00";"    3905";"PV29      ";"Zeeland                                           "
"5686";"GM0660";"1997JJ00";"";"";""
"5687";"GM0660";"1998JJ00";"";"";""
"5688";"GM0660";"1999JJ00";"";"";""
"5689";"GM0660";"2000JJ00";"";"";""
"5690";"GM0660";"2001JJ00";"";"";""
"5691";"GM0660";"2002JJ00";"";"";""
"5692";"GM0660";"2003JJ00";"";"";""
"5693";"GM0660";"2004JJ00";"";"";""
"5694";"GM0660";"2005JJ00";"";"";""
"5695";"GM0660";"2006JJ00";"";"";""
"5696";"GM0660";"2007JJ00";"";"";""
